P0006_tLung,P0008_tLung,P0018_tLung,P0019_tLung,P0020_tLung,P0025_tLung,P0028_tLung,P0030_tLung,P0031_tLung,P0034_tLung,P1006_tL.B,P1028_tL.B,P1049_tL.B,P1058_tL.B
ACKR3,0.014020098,0.0063583544,0.01801042,0.036643595,0.005696453,0.027303161,0.01904992,0.047792032,0.055000134,0.004835081,0.0021631205,0.0016377396,0.009031637,0.011932056
ACKR4,0.010833712,0.0038150125,0.012864587,0.008744494,0.00094940886,0.0035925212,0.0035277628,0.010861824,0.01250003,0.008058468,0.0050472813,0.005732089,0.0025804678,0.013125262
ACLY,0.18990861,0.11826539,0.33490807,0.2506755,0.3104567,0.19184063,0.48683128,0.17523743,0.28062567,0.23248681,0.28769502,0.28251007,0.27094913,0.24520375
ACMSD,0.0006372772,0,0,0,0.0018988177,0,0,0.010137703,0,0.0036263107,0.0014420802,0.0008188698,0,0.0017898084
ACO1,0.1089744,0.07057773,0.13464935,0.24526224,0.32849547,0.10849413,0.25787947,0.33237186,0.18125044,0.31065395,0.098061465,0.08659548,0.11096011,0.13662204
ACO2,0.33329597,0.31219518,0.28688028,0.38392493,0.39305526,0.4210435,0.34325135,0.34613013,0.39375097,0.3352323,0.40666667,0.2792346,0.37158734,0.26489165
ACOT1,0.0006372772,0.0006358354,0.00085763907,0,0,0,0,0.0014482433,0.0018750046,0.0008058468,0.0007210401,0.00020471745,0,0
ACOT11,0.06563955,0.02352591,0.075043425,0.028315503,0.06645862,0.025866153,0.026810998,0.037654325,0.033750083,0.05882682,0.0915721,0.04544727,0.010321871,0.11037152
ACOT12,0,0,0,0,0.00047470443,0,0,0,0,0.0008058468,0.006489361,0,0,0
ACOT13,0.26701912,0.1958373,0.7680158,0.5862975,0.5986023,0.28812018,0.550331,0.5039887,0.3187508,0.5205771,0.88832146,0.38364047,0.19998625,0.3645243
ACOT2,0.047795787,0.02924843,0.016723963,0.08453011,0.049843967,0.07328743,0.04339148,0.14627258,0.05375013,0.05036543,0.04254137,0.012897199,0.10063825,0.0423588
ACOT4,0.052894007,0.021618405,0.0703264,0.17613909,0.13101843,0.07041341,0.10442178,0.15930676,0.10000024,0.08783731,0.13411348,0.03132177,0.083865196,0.11216133
ACOT6,0,0,0.00042881953,0,0,0,0,0,0,0,0.0007210401,0,0,0
ACOT7,0.15740746,0.15387218,0.15823442,0.5708905,0.43293044,0.2406989,0.22436573,0.75815535,0.26937565,0.13095011,0.16223402,0.30113935,0.22321047,0.52918667
ACOT8,0.14147554,0.10682035,0.20283166,0.1765555,0.15855129,0.14010832,0.31291255,0.18247865,0.18687546,0.23168097,0.27039006,0.23870054,0.2515956,0.117530756
ACOT9,0.25299904,0.17612642,0.26844102,0.2506755,0.33988836,0.23495087,0.19402696,0.28240746,0.22500055,0.13900858,0.24587469,0.20840237,0.14708665,0.24997659
ACOX1,0.14466192,0.09664698,0.18353477,0.19654292,0.27437916,0.12214571,0.25717393,0.21216765,0.2818757,0.4323368,0.41604015,0.18977307,0.159989,0.18136725
ACOX2,0.037599355,0.019075062,0.06689585,0.007911685,0.016614655,0.017962605,0.0758469,0.021723649,0.022500055,0.049962506,0.03316785,0.2604006,0.0038707014,0.16227597
ACOX3,0.036962077,0.039421797,0.04717015,0.038309213,0.06313569,0.04454726,0.03880539,0.035481963,0.044375107,0.051574197,0.030283686,0.046266142,0.046448417,0.032216553
ACOXL,0.00446094,0.0069941897,0.008147571,0.02415146,0.0061711576,0.030177178,0.020813802,0.036206085,0.006250015,0.061244357,0.0007210401,0.0014330222,0.0038707014,0.0005966028
ACP1,0.72458416,0.6294771,1.2328562,0.7636858,0.8331062,0.7795771,1.132412,0.87546307,0.79562694,1.0105319,1.991513,1.3912597,1.362487,1.0583733
ACP2,0.21986063,0.13479711,0.30617717,0.31188694,0.7153796,0.31398636,0.3361958,0.14554846,0.23937559,0.19017985,0.17521276,0.14166448,0.16127922,0.26727808
ACP5,1.4950522,1.0313251,2.7508774,5.666432,3.851277,3.4646273,1.9413279,5.6763897,2.033755,0.9609723,0.4218085,0.16152206,1.0283164,1.2504796
ACP6,0.05225673,0.035606783,0.124786496,0.07411999,0.06930685,0.04023624,0.22895181,0.05141264,0.0418751,0.13014427,0.0735461,0.3074856,0.052899588,0.057870474
ACP7,0.0006372772,0.0006358354,0.0021440978,0.00041640448,0,0.00071850425,0,0,0,0.0004029234,0,0.0008188698,0.0064511695,0.0005966028
ACPP,0.014657375,0.0031791772,0.016723963,0.01957101,0.020886993,0.00502953,0.014111051,0.016654799,0.006250015,0.026190024,0.087966904,0.010235872,0.01677304,0.018494688
ACP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACR,0,0.0006358354,0.00042881953,0.0012492135,0,0.00071850425,0.0010583289,0.0036206082,0.0037500092,0.0016116936,0.0007210401,0.0012283047,0,0.0011932056
ACRBP,0.019755594,0.005086683,0.012864587,0.0187382,0.023260515,0.019399613,0.00952496,0.018827163,0.015000037,0.008461392,0.03244681,0.0020471744,0.015482806,0.014318467
GCNA,0.021667425,0.0069941897,0.011149308,0.010410111,0.015190542,0.0093405545,0.0035277628,0.020999528,0.026875066,0.031428024,0.007931442,0.0053226533,0.007741403,0.006562631
ACRV1,0,0,0.0021440978,0,0,0,0.0007055526,0,0,0,0.0014420802,0.00061415235,0,0
ACSBG1,0.0006372772,0.0012716708,0.00085763907,0.0012492135,0,0.00071850425,0.0010583289,0.002172365,0.0006250015,0.0008058468,0.004326241,0.002251892,0.0038707014,0.0035796168
ACSBG2,0,0.0006358354,0,0.00083280896,0,0.0014370085,0.0017638814,0.00072412164,0,0,0,0,0,0
ACSF2,0.09686613,0.06485521,0.19768582,0.09827146,0.2463716,0.047421277,0.14357996,0.120204195,0.16500041,0.16318397,0.3432151,0.13060974,0.13934526,0.081137985
ACSF3,0.12809272,0.11762955,0.07933162,0.13949549,0.11915081,0.11352366,0.11818006,0.12599717,0.11937529,0.09831331,0.13483451,0.14248334,0.16902064,0.11037152
ACSL1,0.16887845,0.08138693,0.1908247,0.3622719,0.3213749,0.3901478,0.3732373,0.2512702,0.29875073,0.368272,0.3929669,0.33839795,0.23611279,0.36333114
ACSL3,0.2848629,0.18693562,0.33190635,0.28398785,0.3009626,0.26728356,0.29703763,0.3845086,0.38187593,0.3521551,0.3468203,0.4362529,0.24643466,0.2326751
ACSL4,0.17588851,0.108092025,0.22212853,0.2240256,0.23972574,0.16453747,0.21801576,0.46561024,0.14312536,0.11805656,0.020910166,0.116279505,0.11225034,0.26668146
ACSL5,0.21539968,0.13416128,0.19768582,0.17947033,0.28529736,0.1537599,1.1719228,0.15930676,0.16625041,0.61647284,0.05191489,0.44730762,0.17805226,0.16704878
ACSL6,0.057992224,0.045144316,0.005574654,0.039558426,0.00854468,0.026584655,0.0038805394,0.011585946,0.011875029,0.022160789,0.005768321,0.00061415235,0.038707018,0.011932056
ACSM1,0.014020098,0.0019075063,0.011578128,0.0041640447,0.0028482266,0.007903546,0.0035277628,0.049240276,0.0031250075,0.01772863,0.006489361,0.025794398,0.0012902339,0.020881098
ACSM2A,0.0006372772,0.0006358354,0,0.00041640448,0,0,0,0,0.0006250015,0.0004029234,0,0,0,0
ACSM2B,0,0,0,0.0012492135,0,0.00071850425,0,0.00072412164,0.001250003,0.0008058468,0,0,0,0
ACSM3,0.07456143,0.03497095,0.025729174,0.0557982,0.038451057,0.025147647,0.049035903,0.29109693,0.021250052,0.06889991,0.020189125,0.02722742,0.019353509,0.047131624
ACSM4,0,0,0,0,0,0,0.0003527763,0,0,0,0,0,0,0
ACSM5,0.008284603,0.00826586,0.005574654,0.022069437,0.01281702,0.005748034,0.0042333156,0.010137703,0.008750021,0.002014617,0.012978722,0,0,0.002983014
ACSM6,0,0,0,0,0,0,0,0,0,0,0,0.00020471745,0,0
ACSS1,0.12171994,0.10745619,0.088336825,0.14657438,0.07832623,0.110649645,0.14005218,0.13468663,0.1675004,0.1909857,0.24010636,0.022723636,0.21159835,0.07099573
ACSS2,0.07647326,0.04323681,0.1226424,0.13616426,0.087820314,0.11136816,0.19826028,0.14482434,0.10312525,0.10999809,0.114645384,0.4399378,0.073543325,0.06085349
ACSS3,0.042060297,0.018439228,0.014151045,0.022069437,0.007595271,0.00502953,0.017991591,0.031137232,0.040000096,0.0076555447,0.005768321,0.00061415235,0,0.00417622
ACTA1,0,0,0,0.00041640448,0.00047470443,0,0.0014111052,0.002172365,0.0006250015,0.0036263107,0.010094563,0,0,0
ACTA2,1.664568,0.5703444,1.5690508,0.819484,0.1291196,0.13148627,0.29597932,0.12599717,1.0818776,0.22039911,0.016583925,0.10604364,0.054189824,0.80123764
ACTA2-AS1,0.003186386,0.0012716708,0.00042881953,0,0,0.0014370085,0.0003527763,0,0.0006250015,0,0,0,0.0012902339,0.0005966028
ACTB,37.886765,31.066282,49.227196,51.36682,50.118816,64.41893,40.189335,70.140594,34.41196,15.810716,35.633804,26.395655,73.32141,53.53556
ACTBL2,0.0006372772,0,0.003859376,0.0012492135,0.0028482266,0.0014370085,0.0021166578,0.00072412164,0.002500006,0.0004029234,0,0.0016377396,0,0.010142248
ACTC1,0.0006372772,0,0.005574654,0,0,0,0.0003527763,0,0,0.0012087702,0.0007210401,0,0,0.0017898084
ACTG1,19.6275,13.410405,17.401499,20.532488,25.742746,19.77108,15.612116,16.473043,13.521283,17.063002,16.97617,18.42416,17.530407,22.808126
ACTG2,0.112798065,0.017803391,0.1273594,0.08952696,0.00427234,0.007903546,0.015522158,0.005792973,0.06500016,0.010073086,0.0028841605,0,0,0.08352439
ACTL10,0.008284603,0.010809203,0.0415955,0.016239775,0.015190542,0.02874017,0.061030302,0.009413581,0.027500067,0.02699587,0.031004727,0.029069876,0.019353509,0.017301481
ACTL6A,0.14721103,0.13543294,0.2825921,0.15698448,0.22216167,0.16669297,0.32243752,0.17668568,0.18125044,0.22483127,0.8638061,0.16520698,0.20772764,0.20284496
ACTL6B,0,0,0,0,0,0,0,0,0,0.0004029234,0,0,0,0
ACTL7B,0,0,0,0.00041640448,0,0,0,0,0.0006250015,0.0028204639,0,0,0,0.0005966028
ACTL8,0,0,0,0,0,0,0,0,0,0.031428024,0,0,0,0
ACTN1,0.81762666,0.45716566,1.0180176,0.7349539,0.75810295,0.6279727,0.5210506,0.6517095,0.9018772,0.34772292,0.37205672,0.027841572,0.24643466,0.69862187
ACTN1-AS1,0.003186386,0.0012716708,0.0012864587,0.00041640448,0.00094940886,0,0.0007055526,0.00072412164,0.0006250015,0.0008058468,0,0.00020471745,0,0.0005966028
ACTN2,0.012108266,0.0019075063,0.003001737,0.0033312358,0,0.00071850425,0.0007055526,0.0028964865,0.0031250075,0.0008058468,0.0007210401,0,0,0.0011932056
ACTN3,0.0012745544,0.0006358354,0,0.00041640448,0,0.00071850425,0,0,0.0006250015,0.0012087702,0,0,0.0025804678,0
ACTN4,0.7258587,0.49913082,3.279612,0.832809,1.3999034,0.5331301,0.8304354,1.023184,0.99750245,1.1539727,3.4018676,0.80208296,0.90058327,1.1424944
ACTR10,0.35623795,0.27213758,0.4781338,0.3714328,0.36742124,0.33769697,0.51611173,0.54019475,0.3762509,0.4041322,0.5443853,0.17626171,0.44513068,0.41821858
ACTR1A,0.29251024,0.21109736,0.32933342,0.3635211,0.31567845,0.25435048,0.38523173,0.31788942,0.3250008,0.28970194,0.8580378,0.26490438,0.37029713,0.30963686
ACTR1B,0.34030604,0.2982068,0.3662119,0.29481435,0.28292382,0.2557875,0.3139709,0.26285616,0.31000075,0.35376677,0.5306856,0.37749898,0.32126823,0.29770482
ACTR2,1.4969641,1.0542152,1.2431479,1.8317633,1.6908972,1.6008273,1.3267916,1.4793806,1.0737526,0.8844169,1.0916548,0.9046464,1.6334361,1.2588319
ACTR3,1.4287754,1.2748501,1.2898892,1.941694,1.5299723,1.967983,1.3084472,2.076057,1.1031277,0.6833581,0.9452837,0.7818159,2.7004595,2.1465771
ACTR3B,0.037599355,0.013988379,0.042024318,0.02415146,0.030855788,0.0172441,0.043744262,0.018103043,0.02937507,0.029816333,0.07570922,0.050769925,0.04386795,0.022670906
ACTR3C,0.025491089,0.019075062,0.0175816,0.020403821,0.02468463,0.012214572,0.050094232,0.040550813,0.02437506,0.029010486,0.027399527,0.06428128,0.025804678,0.026847126
ACTR5,0.028677473,0.0305201,0.04288196,0.037059996,0.032754607,0.025866153,0.054680325,0.032585476,0.042500105,0.04351573,0.056241132,0.027432138,0.047738653,0.01909129
ACTR6,0.14848559,0.12780292,0.101201415,0.11076359,0.11297965,0.095561065,0.09913014,0.11296298,0.09375023,0.12974134,0.20838061,0.14125504,0.25288585,0.07934818
ACTR8,0.063727714,0.04323681,0.07761634,0.056214605,0.060762167,0.05819884,0.04691925,0.06155034,0.06250016,0.03223387,0.05912529,0.04237651,0.06064099,0.058467075
ACTRT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTRT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTRT3,0.00446094,0.0038150125,0.0042881956,0.0037476402,0.008069975,0.004311025,0.008819407,0.0050688516,0.0043750107,0.0044321576,0.108156025,0.034801964,0.0012902339,0.009545645
ACVR1,0.12554361,0.05722519,0.16166498,0.081615284,0.10206145,0.050295293,0.110418975,0.07313629,0.12625031,0.13497935,0.072104014,0.12037386,0.06322146,0.10321229
ACVR1B,0.059904054,0.031791773,0.078902796,0.06121146,0.081174456,0.036643714,0.105127335,0.07820514,0.06750017,0.24538036,0.054078013,0.058139753,0.03999725,0.20881099
ACVR1C,0.00892188,0.015895886,0.003001737,0.0037476402,0.0052217483,0.01005906,0.0021166578,0.00868946,0.005000012,0.013699396,0.008652482,0.0024566094,0.024514442,0.00835244
ACVR2A,0.062453166,0.03306344,0.03687848,0.03539438,0.019937586,0.033051193,0.04092205,0.028964866,0.068125166,0.019743247,0.10887706,0.042581227,0.024514442,0.029233538
ACVR2B,0.022941979,0.009537531,0.17667365,0.097855054,0.14288603,0.019399613,0.033866525,0.012310069,0.026875066,0.024981253,0.5299645,0.043400098,0.055480056,0.041165594
ACVR2B-AS1,0.0012745544,0.0006358354,0.0025729174,0.00083280896,0.0014241133,0,0.0010583289,0.00072412164,0,0.0004029234,0.0028841605,0.0012283047,0,0.0011932056
ACVRL1,0.11980811,0.047687657,0.071612865,0.24526224,0.10253616,0.12573823,0.06738027,0.2838557,0.2481256,0.03626311,0.0050472813,0.0018424569,0.029675378,0.07934818
ACY1,0.003186386,0.004450848,0.007718752,0.0033312358,0.0061711576,0.004311025,0.010230512,0.01737892,0.006250015,0.0056409277,0.005768321,0.009212285,0.01677304,0.013125262
ACY3,0.018481039,0.042600974,0.013293407,0.01582337,0.00854468,0.10562012,0.014816605,0.014482433,0.0043750107,0.012087703,0.0021631205,0.07246997,0.009031637,0.07278555
ACYP1,0.15230925,0.14433464,0.22856082,0.14365955,0.1077579,0.10993114,0.12311892,0.12310068,0.14062534,0.118459485,0.15213947,0.10624836,0.19869602,0.08710401
ACYP2,0.29442206,0.18820728,0.20926395,0.27149573,0.18608412,0.28668317,0.15063548,0.37654325,0.15250038,0.13538226,0.20910165,0.16254565,0.23353232,0.22312947
ADA,0.1229945,0.13924795,0.099486135,0.12617055,0.13908839,0.17890754,0.08537187,0.07603277,0.18562545,0.023772482,0.06056737,0.06161995,0.39352134,0.102615684
ADAD2,0,0.0019075063,0.0021440978,0.0012492135,0,0,0.0003527763,0,0.0006250015,0,0.0007210401,0,0.0038707014,0
ADAL,0.0726496,0.05150267,0.07118405,0.07328719,0.056015123,0.03089568,0.055738654,0.06372271,0.03687509,0.056006357,0.20044915,0.059572775,0.051609356,0.025653921
ADAM10,0.328835,0.17549059,0.43525186,0.44472,0.582937,0.39948833,0.38276225,0.41057697,0.36875093,0.17768924,0.8688534,0.36623952,0.46319392,0.4844415
ADAM11,0,0,0.00085763907,0.0012492135,0.00047470443,0.00071850425,0.0003527763,0.00072412164,0.0031250075,0.004029234,0.0014420802,0.0004094349,0,0
ADAM12,0.105788015,0.038150124,0.06475175,0.02331865,0.019462882,0.025147647,0.017286038,0.023171892,0.09125022,0.0064467746,0.10166667,0.0059368056,0.014192573,0.04474521
ADAM15,0.20711508,0.083930284,0.5784776,0.25359032,0.3949541,0.19112213,0.6928526,0.22158124,0.34687585,0.75225806,0.11608747,1.704068,0.16256946,0.551261
ADAM17,0.4072201,0.21300487,0.2692987,0.3797609,0.46568504,0.3614076,0.3795873,0.541643,0.5006262,0.40332633,0.33888885,0.40104148,0.4296479,0.3197791
ADAM18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM19,0.14275008,0.17549059,0.05660418,0.097855054,0.18418533,0.1027461,0.047977578,0.060102098,0.10500026,0.0032233873,0.005768321,0.0036849137,0.13676478,0.11096812
ADAM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM20,0,0,0,0,0.00047470443,0,0.0003527763,0,0.0006250015,0,0.0007210401,0.0004094349,0.0025804678,0.0005966028
ADAM20P1,0.0006372772,0.0006358354,0.00085763907,0.00041640448,0.0018988177,0,0.0003527763,0,0,0.0004029234,0.0014420802,0.0008188698,0.0025804678,0
ADAM21,0,0,0.00042881953,0,0,0,0,0,0.0006250015,0.0004029234,0,0.0004094349,0,0
ADAM22,0.010833712,0.0025433416,0.005574654,0.0033312358,0.0052217483,0.00502953,0.0031749867,0.002172365,0.015000037,0.0052380045,0.0014420802,0.0008188698,0.0064511695,0.00417622
ADAM23,0.009559157,0.00826586,0.0017152781,0.0020820224,0,0.023710638,0.0014111052,0.002172365,0.011250027,0.0008058468,0.0014420802,0.00020471745,0,0.0017898084
ADAM28,0.32437408,0.6332921,0.20840631,0.0932746,0.11725199,0.257943,0.16721597,0.048516154,0.1243753,0.04593327,0.041099288,0.07226526,0.10708941,0.07218894
ADAM29,0,0,0.00042881953,0,0,0.0021555126,0,0,0,0.0016116936,0.0021631205,0.0004094349,0,0.0005966028
ADAM30,0,0,0,0,0.00094940886,0,0,0,0,0.0008058468,0.0007210401,0,0,0
ADAM32,0.0025491088,0.0006358354,0.0021440978,0.0012492135,0.0018988177,0.00071850425,0.0028222103,0.00434473,0.008750021,0.004029234,0.0021631205,0.0036849137,0,0.0017898084
ADAM33,0.013382821,0.005086683,0.0042881956,0.0016656179,0,0.00071850425,0.0010583289,0.00434473,0.039375097,0,0,0.0004094349,0,0.0053694253
ADAM8,0.2765783,0.24479665,0.6766772,0.22527482,0.32279903,0.20405519,0.21554631,0.17813392,0.12812531,0.27237624,0.04758865,0.2511883,0.5612517,0.557227
ADAM9,0.2931475,0.14814965,0.48842546,0.28440425,0.3242231,0.3103938,0.4564925,0.19478874,0.403126,0.25223005,0.2278487,0.8637029,0.1754718,0.7773735
ADAMDEC1,0.07137504,0.15323634,0.024871534,0.026649887,0.23640281,0.020836622,0.029985987,0.00434473,0.06937517,0.02699587,0.12113474,0.0014330222,0.012902339,0.013721865
ADAMTS1,0.15740746,0.046415985,0.03687848,0.09369101,0.029431675,0.04023624,0.043744262,0.16147913,0.43937606,0.13296473,0.05335697,0.008598133,0.018063273,0.048921432
ADAMTS10,0.030589307,0.013352544,0.02873091,0.008744494,0.0014241133,0.0035925212,0.009877737,0.007965338,0.030000074,0.0012087702,0.03244681,0.0004094349,0.009031637,0.01670488
ADAMTS12,0.08220875,0.020346733,0.05789064,0.014157752,0.0028482266,0.0071850424,0.011288841,0.00868946,0.040000096,0.0032233873,0,0,0.0025804678,0.023864113
ADAMTS13,0.0050982176,0.0012716708,0.008147571,0.0041640447,0.005696453,0.0035925212,0.0010583289,0.00868946,0.0043750107,0.013296473,0.005768321,0.011873611,0.0012902339,0.002983014
ADAMTS14,0.006372772,0.0031791772,0.02144098,0.0033312358,0.009968793,0.0014370085,0.033513747,0.002172365,0.006250015,0.0016116936,0,0.037463292,0,0.011932056
ADAMTS15,0.00446094,0.0031791772,0.00042881953,0.0033312358,0.0014241133,0.0014370085,0.0049388683,0.009413581,0.021875054,0.0004029234,0,0.0004094349,0,0
ADAMTS16,0.02931475,0.0025433416,0.0051458348,0,0.00094940886,0,0.0024694342,0,0.009375023,0,0.0007210401,0,0,0.0011932056
ADAMTS17,0.006372772,0.0069941897,0.007718752,0.0041640447,0.0018988177,0.0035925212,0.0014111052,0.0050688516,0.010625026,0.002014617,0,0.0016377396,0.0025804678,0.0053694253
ADAMTS18,0.0019118317,0.0012716708,0,0,0,0,0,0.00072412164,0.022500055,0.0004029234,0.017304964,0,0.010321871,0
ADAMTS19,0,0,0,0,0,0,0,0,0.0031250075,0,0,0,0,0.0005966028
ADAMTS2,0.06500227,0.00826586,0.022298615,0.005413258,0.009019384,0.0035925212,0.007761079,0.01303419,0.11937529,0.0016116936,0,0.00020471745,0,0.037585977
ADAMTS20,0,0,0,0,0,0,0,0,0,0,0.0007210401,0,0,0
ADAMTS3,0.012745544,0.0012716708,0.0021440978,0.0029148313,0,0.00071850425,0.0010583289,0.0014482433,0.006250015,0.0032233873,0.0028841605,0.00061415235,0.007741403,0.0011932056
ADAMTS4,0.043972127,0.014624215,0.012006948,0.020820223,0.0014241133,0.01005906,0.008819407,0.045619663,0.12500031,0.004029234,0.0014420802,0.00020471745,0.0025804678,0.013125262
ADAMTS5,0.007010049,0.005722519,0.021012159,0.014574157,0.00094940886,0.0021555126,0.0021166578,0.00072412164,0.027500067,0.0004029234,0.004326241,0.00061415235,0.0012902339,0.00835244
ADAMTS6,0.03951119,0.022890076,0.021012159,0.023735056,0.012342315,0.015807092,0.013405499,0.013758312,0.021875054,0.0044321576,0.028841607,0.005117936,0.049028885,0.011932056
ADAMTS7,0.014020098,0.005722519,0.01929688,0.007911685,0.00047470443,0.00502953,0.0056444206,0.005792973,0.023125056,0.008461392,0.049030732,0.00020471745,0,0.006562631
ADAMTS8,0.07647326,0.062947705,0.008147571,0.039558426,0,0.010777564,0.0003527763,0.018827163,0.027500067,0.0004029234,0.0028841605,0.00020471745,0,0.00417622
ADAMTS9,0.037599355,0.00826586,0.03773612,0.040807642,0.00094940886,0.050295293,0.052916445,0.06372271,0.1231253,0.02699587,0.031004727,0.07840678,0,0.025653921
ADAMTS9-AS1,0.0025491088,0.0006358354,0.00085763907,0.0012492135,0,0.00071850425,0.0003527763,0.002172365,0.002500006,0.0004029234,0,0.00020471745,0,0
ADAMTS9-AS2,0.032501135,0.013988379,0.0098628495,0.009993708,0.00047470443,0.006466538,0.0045860917,0.057929732,0.023125056,0.046739116,0,0.020267028,0,0.011932056
ADAMTSL1,0.008284603,0.0038150125,0.0025729174,0.002498427,0.00094940886,0.00071850425,0,0.0028964865,0.011250027,0.0004029234,0.0021631205,0,0,0
ADAMTSL2,0.2147624,0.124623746,0.03902258,0.031230336,0.0023735221,0.010777564,0.0074083023,0.02244777,0.06937517,0.004835081,0,0.0030707617,0,0.01670488
ADAMTSL3,0.02931475,0.027340923,0.0017152781,0.0037476402,0.00047470443,0.0021555126,0.0007055526,0.009413581,0.021250052,0.0028204639,0.0007210401,0.0008188698,0.0012902339,0.0149150705
ADAMTSL4,0.14721103,0.052138507,0.1162101,0.523004,0.2558657,0.19255912,0.10548011,0.39464632,0.14187534,0.07252622,0.046146568,0.009007568,0.09160661,0.16406576
ADAMTSL5,0.0057354947,0.007630025,0.015866324,0.008744494,0.014241133,0.012214572,0.01904992,0.0050688516,0.006250015,0.011684779,0.061288416,0.024566093,0.023224209,0.020881098
ADAP1,0.055443116,0.021618405,0.07761634,0.08619572,0.0863962,0.06394687,0.1933214,0.05720561,0.098125234,0.05318589,0.08868794,0.29090348,0.14063549,0.06801272
ADAP2,0.41231832,0.16023052,0.35206085,0.38559052,0.44337395,0.255069,0.22366017,0.20854704,0.13937534,0.070511594,0.26822695,0.051384076,0.13160385,0.26071545
ADAR,0.71120137,0.6453729,1.1350853,0.83405817,0.8236122,0.59061044,1.3476055,0.51557463,0.5418763,0.7043102,1.0844444,0.7869339,0.69672626,0.75291276
ADARB1,0.14976014,0.071849406,0.071612865,0.044555277,0.018513473,0.040954743,0.019755473,0.024620138,0.07437518,0.014908167,0.024515366,0.007574545,0.034836315,0.036392774
ADARB2,0.0012745544,0.012080872,0.003001737,0.002498427,0.0037976354,0.0014370085,0.0014111052,0,0.0006250015,0.0004029234,0,0.00020471745,0,0
ADARB2-AS1,0,0,0,0,0,0,0.0003527763,0,0.0006250015,0.0004029234,0,0,0,0
ADAT1,0.088581525,0.071213566,0.13207643,0.077867635,0.09873852,0.09412405,0.12488281,0.0999288,0.05875014,0.09871624,0.07570922,0.2194571,0.059350755,0.08352439
