S8,S3,S5,S7,S1,S9,S2
TRIB3,470.959857341663,2853.35234366341,1251.26514047882,2824.31540196208,264.233663889109,277.808473582694,1184.20956321234
SCARB1,491.524262347703,734.928550921118,2176.16016882977,1528.79568617263,1681.70387120943,160.310858157485,2718.06476297913
APOBEC3B,1014.65320827962,2354.60182047062,782.524843151995,971.314663823625,0.606770435507588,1182.48842114528,154.038339785654
QTRT1,523.93318416087,167.996363971697,838.294615875324,8269.06056829869,1126.1896156464,544.262242443696,162.385344938626
CTSF,1242.55683779093,989.100788236592,665.162403641501,4779.24354968139,826.524197678561,233.625935499436,174.528947702483
MRPL32,695.709607529609,1100.47572992042,1361.92962026559,1164.42376717928,553.964704346776,965.138926633519,1253.64971418462
SLCO3A1,941.042352518388,3113.77669079415,918.666546051943,266.026959254874,8.23245354154877,1464.47934870516,1124.59425953862
C10orf10,507.812129113895,216.751680480403,30.6815713012862,3146.00907573706,555.701326153264,248.353144207724,1465.14639441963
COBLL1,546.714501324754,1299.05034023193,103.684454363502,0.0167460872156925,64.8320441797218,2585.46798022704,419.806414066289
CADM4,1128.53394394132,960.568432698284,1272.4899349254,179.834062682914,7.3522469911239e-09,834.198473714777,782.609469794182
LOC254559,1699.91476574493,2690.98247249006,4.30139909679086,1280.44368858252,291.365862352813,1642.80361074548,223.436421872261
WIPF1,51.0698756877955,0.0405779378831086,623.328103180533,459.599168026178,1792.17654666624,94.6582585652425,1236.38984693775
BRD9,724.907812385523,317.298974825489,1389.62822724943,1189.48796599387,1304.53565037435,933.365238000753,2310.21957392447
EPHB2,1133.2808010171,508.692407131589,846.538513654661,973.853705876514,22.4182440296223,150.354202972097,2564.22458745135
SCCPDH,2034.55094474674,1700.17553607014,1298.52401266154,1256.21957301281,1125.39621093447,6.44442306061441,1432.43836290808
BAD,732.11296602161,940.538473624519,627.509679150635,9235.838023337,875.608348287776,649.869538900414,828.226993543118
GOLIM4,803.581055201756,845.029694488988,1264.65393941794,9.56408281195476e-15,174.023954919168,783.524691636501,287.836329518957
KIAA1147,1604.47210918956,1875.01673801222,1086.17028162012,0.362510152011094,1129.87818095927,1567.68184692454,1.02272044882101
TMEM184A,926.277744625177,205.694038399888,185.178110959475,751.356691069184,3022.19716137295,1839.37135399188,681.085387637337
OVOL1,300.98049887362,275.785800547883,238.559171773794,185.320681619038,83.0296993352539,1707.10531504769,606.957969799234
DUSP23,852.274158826417,782.440781072126,456.854869403567,6100.50342165059,2046.99090407072,638.193811741474,1045.88725934804
KCTD12,1230.69677916349,0.0689332472074835,818.685706337402,72.3705674933407,460.500613622599,375.014799021275,1388.73254652153
F2RL1,1655.10132213603,835.178972336144,413.964025055713,418.601136734522,2284.04266302591,575.651861436095,1784.84729962271
SH3RF2,579.063703390467,19.6428572165719,218.698752705424,1041.25331642949,679.731995838177,2274.60191446717,71.9268925184546
IL1R1,983.777064332819,1482.88410317634,251.895239136882,0.0669956443442819,1918.86481008531,614.145878900347,1012.11159236363
PER3,1647.97848838213,58.5558018744409,10.0554018698267,0.167225933202878,6.7600137483502,2178.85437797883,0.0751720988611525
SERTAD1,560.284739858283,89.6080144114885,196.732131364871,4444.7807823429,638.752310269413,780.752753202364,1627.7832128481
DSE,293.083505031315,273.775439020625,163.325007387221,913.779841549177,0.0647896009479705,1203.12335208163,4009.99355174313
ABCA2,1563.03073089327,704.834511104179,1526.47226369505,225.570697151785,1442.45932300361,448.739582840267,516.804015748092
PHLDB1,969.808715366123,54.2315039686812,1044.62648738121,2221.07600133843,36.8035971985069,0.280852111536126,1883.78811431221
IER5L,634.863576494778,431.186873797334,672.244338946715,2507.72346897533,2838.12494569367,613.764402968299,1406.77790261998
CHCHD10,352.4115224263,1480.76811940912,646.529531205295,7819.85731815885,634.844645675593,668.790475246522,17.6464022731995
HAPLN3,620.942233168962,133.828149570709,480.566402806119,2359.59366916939,37.6270724890203,296.953489594999,586.423808107797
CDK6,10.9435520295444,550.9639853153,1185.99067876542,0.0102943340324299,0.0493096921771161,730.906779235543,3123.45516871135
FAM195B,759.627418595255,239.270663802305,1534.28181641647,7336.86506973607,150.353345671063,185.251331156447,401.060424729035
NUDT1,60.2835069852729,1083.68279186683,495.191283286691,8028.69721856787,54.1044833917701,997.633945082608,260.193029879321
