S2,S4,S9,S6,S7,S10,S1,ITTH
TCGA.R5.A7ZR.01,0.229643885518181,0.139433428571634,0.388998391086419,5.20387235634391e-06,0.00215623000467893,6.12084263887793e-05,0.239701652520342,0.686632479906578
TCGA.BR.4253.01,0.876788022932461,2.2987309060327e-05,0.036030459812113,0.0850463164659693,0.00162853973978814,0.000447964377541439,3.57093630664587e-05,0.23595875951992
TCGA.BR.7851.01,0.712149546471804,0.0453689455039544,0.141216344819154,0.0965888131692711,0.000624257883265754,0.00374231157729481,0.000309780575255986,0.468818071273739
TCGA.SW.A7EA.01,2.94547148935968e-05,1.12653922770809e-05,0.546673462579398,0.389986160750505,0.000189724677156935,1.11202651791178e-05,0.0630988116205895,0.449095772684043
TCGA.BR.8676.01,0.241196437762707,0.124652883998549,0.601077161160244,0.00209961563509968,0.00662709452860026,0.0233771113018981,0.00096969561290224,0.539214390378306
TCGA.D7.A6F0.01,0.206821455143399,0.693353970631222,0.0623942530796842,5.13847085841757e-07,0.00411669434036496,0.012364633357769,0.0209484796004751,0.468090346805264
TCGA.BR.8059.01,0.217604884048304,0.0750276022115888,0.378147958966713,0.293623637797299,0.000295469393918713,0.00295174102526476,0.0323487065569113,0.711404108131418
TCGA.BR.8286.01,0.494175621309305,0.156270423189591,0.161918342157505,0.108668643134391,4.72770355323645e-05,0.000300942055606378,0.078618751118069,0.707753316337521
TCGA.BR.6456.01,0.38173804500676,0.225949918536342,0.198535059201271,0.16112157562757,0.00115413904526616,0.00819794326917149,0.0233033193136186,0.747018638012832
TCGA.VQ.A8E0.01,0.466115582248618,0.220853092983609,0.00941203426647128,0.0141405843941093,0.00258765230032126,0.000106512014888661,0.286784541791983,0.600267104973948
TCGA.BR.8686.01,0.742170957008479,0.143216588407099,0.0471830000690495,0.000270167027014411,9.68202198597717e-05,0.00653314787533904,0.0605293193931591,0.436532004056546
TCGA.VQ.A8PF.01,0.807921959024373,0.112079091855902,2.61820925532058e-05,0.0107960427792435,0.00176314513405675,0.00334498907596322,0.0640685900379079,0.345891535911581
TCGA.FP.A4BF.01,0.235050109084707,7.14366365984519e-05,0.636698673997246,0.127822730284409,0.00030098150443143,1.7696913506401e-05,3.83715791023655e-05,0.459649883587833
TCGA.CD.8536.01,0.262306933998717,2.17640550417327e-05,0.512609535492831,0.19372468587515,0.00120080078041955,0.000583249555038443,0.0295530302428026,0.5798135711233
